id,stack_id,name,rowrange,depth,stackdesignation_id,stackdesignationpriority,maxheight,deletedon
2351789,2351777,221-1,"[67100,73200)",0,18389855,0,,
2350996,2350995,100-1,"[0,6100)",0,,0,,
2350997,2350995,100-2,"[6100,12200)",0,,0,,
2351000,2350995,100-5,"[24400,30500)",0,,0,,
2351001,2350995,100-6,"[30500,36600)",0,,0,,
2351445,2351444,139-5,"[24400,30500)",0,16802733,0,,
2351446,2351444,139-6,"[30500,36600)",0,16802733,0,,
2351447,2351444,139-7,"[36600,42700)",0,16802733,0,,
2351821,2351817,224-9,"[18300,24400)",0,12907206,0,,
2351822,2351817,224-8,"[24400,30500)",0,12907206,0,,
2351823,2351817,224-7,"[30500,36600)",0,12907206,0,,
2351824,2351817,224-6,"[36600,42700)",0,12907206,0,,
2351825,2351817,224-5,"[42700,48800)",0,12907206,0,,
2351826,2351817,224-4,"[48800,54900)",0,12907206,0,,
2351829,2351817,224-1,"[67100,73200)",0,12907206,0,,
2351439,2351435,138-8,"[42700,48800)",0,17504364,0,,
2351440,2351435,138-9,"[48800,54900)",0,17504364,0,,
2351479,2351477,143-10,"[54900,61000)",0,,0,,
2351441,2351435,138-10,"[54900,61000)",0,17504364,0,,
2351442,2351435,138-11,"[61000,67100)",0,17504364,0,,
2351443,2351435,138-12,"[67100,73200)",0,17504364,0,,
2351575,2351566,205-4,"[48800,54900)",0,,0,,
2351576,2351566,205-3,"[54900,61000)",0,,0,,
2351868,2351865,229-10,"[12200,18300)",0,12711028,0,,
2351869,2351865,229-9,"[18300,24400)",0,12711028,0,,
2351870,2351865,229-8,"[24400,30500)",0,12711028,0,,
2351871,2351865,229-7,"[30500,36600)",0,12711028,0,,
2351885,2351876,230-4,"[48800,54900)",0,,0,,
2351075,2351074,106-1,"[0,6100)",0,16549965,0,,
2351070,2351061,105-9,"[48800,54900)",0,15430882,0,,
2351092,2351087,107-5,"[24400,30500)",0,15544245,0,,
2351064,2351061,105-3,"[12200,18300)",0,,0,,
2351066,2351061,105-5,"[24400,30500)",0,,0,,
2351068,2351061,105-7,"[36600,42700)",0,,0,,
2351077,2351074,106-3,"[12200,18300)",0,16549965,0,,
2351072,2351061,105-11,"[61000,67100)",0,,0,,
2351079,2351074,106-5,"[24400,30500)",0,16549965,0,,
2351081,2351074,106-7,"[36600,42700)",0,16549965,0,,
2351083,2351074,106-9,"[48800,54900)",0,16549965,0,,
2351088,2351087,107-1,"[0,6100)",0,14553739,0,,
2351090,2351087,107-3,"[12200,18300)",0,14553739,0,,
2351094,2351087,107-7,"[36600,42700)",0,14553739,0,,
2351096,2351087,107-9,"[48800,54900)",0,14553739,0,,
2351098,2351087,107-11,"[61000,67100)",0,14553739,0,,
2351085,2351074,106-11,"[61000,67100)",0,16550228,0,,
2351057,2351048,104-9,"[48800,54900)",0,16557391,0,,
2351059,2351048,104-11,"[61000,67100)",0,16557391,0,,
2351449,2351444,139-9,"[48800,54900)",0,16802733,0,,
2351450,2351444,139-10,"[54900,61000)",0,16802733,0,,
2351451,2351444,139-11,"[61000,67100)",0,16802733,0,,
2351116,2351114,109-2,"[6100,12200)",0,,0,,
2351452,2351444,139-12,"[67100,73200)",0,16802733,0,,
2351118,2351114,109-4,"[18300,24400)",0,,0,,
2351120,2351114,109-6,"[30500,36600)",0,,0,,
2351122,2351114,109-8,"[42700,48800)",0,,0,,
2351124,2351114,109-10,"[54900,61000)",0,,0,,
2351126,2351114,109-12,"[67100,73200)",0,,0,,
2350930,2350929,715-1,"[0,6100)",0,18375490,0,,
2351062,2351061,105-1,"[0,6100)",0,,0,,
2350931,2350929,715-2,"[6100,12200)",0,18375490,0,,
2350932,2350929,715-3,"[12200,18300)",0,18375490,0,,
2350933,2350929,715-4,"[18300,24400)",0,18375490,0,,
2350936,2350929,715-7,"[36600,42700)",0,18375490,0,,
2351501,2351500,200-12,"[0,6100)",0,16904675,0,,
2351502,2351500,200-11,"[6100,12200)",0,16904675,0,,
2351503,2351500,200-10,"[12200,18300)",0,16904675,0,,
2351115,2351114,109-1,"[0,6100)",0,,0,,
2351117,2351114,109-3,"[12200,18300)",0,,0,,
2351119,2351114,109-5,"[24400,30500)",0,,0,,
2351121,2351114,109-7,"[36600,42700)",0,,0,,
2351123,2351114,109-9,"[48800,54900)",0,,0,,
2351125,2351114,109-11,"[61000,67100)",0,,0,,
2351504,2351500,200-9,"[18300,24400)",0,16904675,0,,
2351505,2351500,200-8,"[24400,30500)",0,16904675,0,,
2351506,2351500,200-7,"[30500,36600)",0,16904675,0,,
2351507,2351500,200-6,"[36600,42700)",0,16904675,0,,
2351508,2351500,200-5,"[42700,48800)",0,16904675,0,,
2351509,2351500,200-4,"[48800,54900)",0,16904675,0,,
2351510,2351500,200-3,"[54900,61000)",0,16904675,0,,
2351512,2351500,200-1,"[67100,73200)",0,16904675,0,,
2351511,2351500,200-2,"[61000,67100)",0,16905246,0,,
2351233,2351232,118-1,"[0,6100)",0,,0,,
2351235,2351232,118-3,"[12200,18300)",0,,0,,
2351237,2351232,118-5,"[24400,30500)",0,,0,,
2351101,2351100,108-1,"[0,6100)",0,,0,,
2351102,2351100,108-2,"[6100,12200)",0,,0,,
2351103,2351100,108-3,"[12200,18300)",0,,0,,
2351104,2351100,108-4,"[18300,24400)",0,,0,,
2351105,2351100,108-5,"[24400,30500)",0,,0,,
2351106,2351100,108-6,"[30500,36600)",0,,0,,
2351108,2351100,108-7,"[36600,42700)",0,,0,,
2351109,2351100,108-8,"[42700,48800)",0,,0,,
2351110,2351100,108-9,"[48800,54900)",0,,0,,
2351111,2351100,108-10,"[54900,61000)",0,,0,,
2351112,2351100,108-11,"[61000,67100)",0,,0,,
2351113,2351100,108-12,"[67100,73200)",0,,0,,
2351239,2351232,118-7,"[36600,42700)",0,,0,,
2351241,2351232,118-9,"[48800,54900)",0,,0,,
2351243,2351232,118-11,"[61000,67100)",0,,0,,
2350900,2350896,711-3,"[12200,18300)",0,18313050,0,,
2350901,2350896,711-4,"[18300,24400)",0,18313050,0,,
2350902,2350896,711-5,"[24400,30500)",0,18313050,0,,
2350903,2350896,711-6,"[30500,36600)",0,18313050,0,,
2350904,2350896,711-7,"[36600,42700)",0,18313050,0,,
2350914,2350913,713-1,"[0,6100)",0,18313050,0,,
2350916,2350913,713-3,"[12200,18300)",0,18313050,0,,
2350917,2350913,713-4,"[18300,24400)",0,18313050,0,,
2350918,2350913,713-5,"[24400,30500)",0,18313050,0,,
2350919,2350913,713-6,"[30500,36600)",0,18313050,0,,
2351009,2351008,101-1,"[0,6100)",0,,0,,
2351010,2351008,101-2,"[6100,12200)",0,,0,,
2351011,2351008,101-3,"[12200,18300)",0,,0,,
2351012,2351008,101-4,"[18300,24400)",0,,0,,
2351013,2351008,101-5,"[24400,30500)",0,,0,,
2351014,2351008,101-6,"[30500,36600)",0,,0,,
2351015,2351008,101-7,"[36600,42700)",0,,0,,
2351016,2351008,101-8,"[42700,48800)",0,,0,,
2351017,2351008,101-9,"[48800,54900)",0,,0,,
2351018,2351008,101-10,"[54900,61000)",0,,0,,
2351019,2351008,101-11,"[61000,67100)",0,,0,,
2351020,2351008,101-12,"[67100,73200)",0,,0,,
2351610,2351606,208-9,"[18300,24400)",0,18366503,0,,
2351611,2351606,208-8,"[24400,30500)",0,18366503,0,,
2351128,2351127,110-1,"[0,6100)",0,16950725,0,,
2351129,2351127,110-2,"[6100,12200)",0,16950725,0,,
2351130,2351127,110-3,"[12200,18300)",0,16950725,0,,
2351131,2351127,110-4,"[18300,24400)",0,16950725,0,,
2351132,2351127,110-5,"[24400,30500)",0,16950725,0,,
2351133,2351127,110-6,"[30500,36600)",0,16950725,0,,
2351134,2351127,110-7,"[36600,42700)",0,16950725,0,,
2351135,2351127,110-8,"[42700,48800)",0,16950725,0,,
2351136,2351127,110-9,"[48800,54900)",0,16950725,0,,
2351137,2351127,110-10,"[54900,61000)",0,16950725,0,,
2351138,2351127,110-11,"[61000,67100)",0,16950725,0,,
2351139,2351127,110-12,"[67100,73200)",0,16950725,0,,
2351580,2351579,206-12,"[0,6100)",0,17029813,0,,
2351581,2351579,206-11,"[6100,12200)",0,17029813,0,,
2351582,2351579,206-10,"[12200,18300)",0,17029813,0,,
2351583,2351579,206-9,"[18300,24400)",0,17029813,0,,
2351584,2351579,206-8,"[24400,30500)",0,17029813,0,,
2351585,2351579,206-7,"[30500,36600)",0,17029813,0,,
2351586,2351579,206-6,"[36600,42700)",0,17029813,0,,
2351587,2351579,206-5,"[42700,48800)",0,17029813,0,,
2351588,2351579,206-4,"[48800,54900)",0,17029813,0,,
2351589,2351579,206-3,"[54900,61000)",0,17029813,0,,
2351590,2351579,206-2,"[61000,67100)",0,17029813,0,,
2351591,2351579,206-1,"[67100,73200)",0,17029813,0,,
2351354,2351353,129-5,"[24400,30500)",0,17060615,0,,
2351612,2351606,208-7,"[30500,36600)",0,18366503,0,,
2351613,2351606,208-6,"[36600,42700)",0,18366503,0,,
2351614,2351606,208-5,"[42700,48800)",0,18366503,0,,
2351615,2351606,208-4,"[48800,54900)",0,18366503,0,,
2351616,2351606,208-3,"[54900,61000)",0,18366503,0,,
2351617,2351606,208-2,"[61000,67100)",0,18366503,0,,
2350985,2350982,99-3,"[12200,18300)",0,17072486,0,,
2350986,2350982,99-4,"[18300,24400)",0,17072486,0,,
2350987,2350982,99-5,"[24400,30500)",0,17072486,0,,
2350988,2350982,99-6,"[30500,36600)",0,17072486,0,,
2351560,2351553,204-6,"[36600,42700)",0,17487479,0,,
2351562,2351553,204-4,"[48800,54900)",0,17487479,0,,
2351564,2351553,204-2,"[61000,67100)",0,17487479,0,,
2352126,2352125,A,"[0,5000)",0,,0,,
2351618,2351606,208-1,"[67100,73200)",0,18366503,0,,
