id,stack_id,rowrange,depth,heightrange,terminalstopoveraction_id,put_handling_id,put_correction_id,pull_handling_id,pull_correction_id,yardmovehandling_id,container_number,container_relative_marker_position,container_height,marker_id,reachstacker_moves,crane_moves,locationinformation_id,straddlecarrier_moves
3187014,2351619,"[24402,36594)",0,"[5792,8688)",3100586,,3187012,,4015182,,,1,0,,0,0,3187013,0
3187017,2351592,"[12202,24394)",0,"[5517,8413)",3100763,,3187015,,4015183,,,1,0,,0,0,3187016,1
3187020,2351606,"[61002,73194)",0,"[5517,8413)",3100780,,3187018,,4015184,,,1,0,,0,0,3187019,0
3187023,2351513,"[24402,36594)",0,"[5792,8688)",3101184,,3187021,,4015185,,,1,0,,0,0,3187022,1
3187026,2350862,"[12202,24394)",0,"[5792,8413)",3103117,,3187024,,4015186,,,1,0,,0,0,3187025,0
3187029,2350862,"[24402,36594)",0,"[5792,8413)",3103198,,3187027,,4015187,,,1,0,,0,0,3187028,0
3187032,2351658,"[12202,24394)",0,"[5792,8688)",3103519,,3187030,,4015188,,,1,0,,0,0,3187031,1
3187035,2351685,"[12202,24394)",0,"[5517,8413)",3103455,,3187033,,4015189,,,1,0,,0,0,3187034,1
3187038,2351435,"[36602,42698)",0,"[5242,7863)",3104160,,3187036,,4015190,,,1,0,,0,0,3187037,0
3187041,2351645,"[48802,60994)",0,"[5792,8688)",3104347,,3187039,,4015191,,,1,0,,0,0,3187040,0
3187044,2351658,"[48802,60994)",0,"[5792,8688)",3104392,,3187042,,4015192,,,1,0,,0,0,3187043,1
3187047,2351685,"[48802,60994)",0,"[5792,8688)",3104403,,3187045,,4015193,,,1,0,,0,0,3187046,1
3187050,2351645,"[61002,73194)",0,"[5792,8688)",3104536,,3187048,,4015194,,,1,0,,0,0,3187049,0
3187053,2351658,"[61002,73194)",0,"[5792,8688)",3104652,,3187051,,4015195,,,1,0,,0,0,3187052,0
3187056,2351685,"[61002,73194)",0,"[5792,8688)",3104588,,3187054,,4015196,,,1,0,,0,0,3187055,0
3187059,2351658,"[2,12194)",0,"[5792,8413)",3104790,,3187057,,4015197,,,1,0,,0,0,3187058,0
3187062,2351685,"[2,12194)",0,"[5517,8413)",3104828,,3187060,,4015198,,,1,0,,0,0,3187061,0
3187065,2351658,"[24402,36594)",0,"[5792,8688)",3104901,,3187063,,4015199,,,1,0,,0,0,3187064,2
3187068,2351685,"[24402,36594)",0,"[5242,8138)",3104942,,3187066,,4015200,,,1,0,,0,0,3187067,2
3187071,2351658,"[36602,48794)",0,"[5792,8688)",3105096,,3187069,,4015201,,,1,0,,0,0,3187070,2
3187074,2351685,"[36602,48794)",0,"[5242,8138)",3105131,,3187072,,4015202,,,1,0,,0,0,3187073,2
3187077,2351034,"[2,12194)",0,"[5792,8688)",3105661,,3187075,,4015203,,,1,0,,0,0,3187076,0
3187080,2351592,"[36602,48794)",0,"[5517,8413)",3105894,,3187078,,4015204,,,1,0,,0,0,3187079,2
3187084,2351619,"[61002,73194)",0,"[5792,8688)",3106010,,3187082,,4015205,,,1,0,,0,0,3187083,0
3187087,2351527,"[61002,73194)",0,"[5242,8138)",3105963,,3187085,,4015206,,,1,0,,0,0,3187086,0
3187090,2351527,"[48802,60994)",0,"[5242,8138)",3106137,,3187088,,4015207,,,1,0,,0,0,3187089,1
3187093,2351527,"[36602,48794)",0,"[5242,8138)",3106297,,3187091,,4015208,,,1,0,,0,0,3187092,0
3187096,2351513,"[61002,73194)",0,"[5792,8688)",3106355,,3187094,,4015209,,,1,0,,0,0,3187095,0
3187099,2351008,"[2,12194)",0,"[5792,8688)",3106367,,3187097,,4015210,,,1,0,,0,0,3187098,0
3187102,2351008,"[12202,24394)",0,"[5792,8688)",3106419,,3187100,,4015211,,,1,0,,0,0,3187101,0
3187105,2351592,"[24402,36594)",0,"[5792,8688)",3106534,,3187103,,4015212,,,1,0,,0,0,3187104,2
3187108,2351061,"[2,12194)",0,"[5792,8688)",3106822,,3187106,,4015213,,,1,0,,0,0,3187107,0
3187111,2351074,"[2,12194)",0,"[5792,8688)",3107055,,3187109,,4015214,,,1,0,,0,0,3187110,0
3187114,2351074,"[12202,24394)",0,"[5792,8688)",3107105,,3187112,,4015215,,,1,0,,0,0,3187113,0
3187117,2351592,"[48802,60994)",0,"[5517,8413)",3107362,,3187115,,4015216,,,1,0,,0,0,3187116,1
3187120,2351513,"[12202,24394)",0,"[5792,8688)",3107401,,3187118,,4015217,,,1,0,,0,0,3187119,0
3187123,2351193,"[12202,24394)",0,"[5792,8688)",3107450,,3187121,,4015218,,,1,0,,0,0,3187122,1
3187126,2351193,"[2,12194)",0,"[5792,8688)",3107500,,3187124,,4015219,,,1,0,,0,0,3187125,0
3187129,2351592,"[61002,73194)",0,"[5517,8138)",3107611,,3187127,,4015220,,,1,0,,0,0,3187128,0
3187132,2351592,"[2,12194)",0,"[5792,8688)",3107730,,3187130,,4015221,,,1,0,,0,0,3187131,0
3187135,2351435,"[30502,36598)",0,"[5242,7863)",3108147,,3187133,,4015222,,,1,0,,0,0,3187134,1
3187138,2351435,"[24402,30498)",0,"[5242,7863)",3108256,,3187136,,4015223,,,1,0,,0,0,3187137,0
3187141,2351193,"[36602,48794)",0,"[5242,7863)",3108493,,3187139,,4015224,,,1,0,,0,0,3187140,0
3187144,2351193,"[24402,36594)",0,"[5792,8413)",3108615,,3187142,,4015225,,,1,0,,0,0,3187143,1
3187147,2351180,"[24402,36594)",0,"[5792,8688)",3108787,,3187145,,4015226,,,1,0,,0,0,3187146,0
3187150,2351180,"[2,12194)",0,"[5792,8688)",3108869,,3187148,,4015227,,,1,0,,0,0,3187149,0
3187153,2351180,"[12202,24394)",0,"[5792,8688)",3108951,,3187151,,4015228,,,1,0,,0,0,3187152,1
3187156,2351034,"[12202,24394)",0,"[5792,8688)",3109108,,3187154,,4015229,,,1,0,,0,0,3187155,0
3187159,2351553,"[48802,60994)",0,"[5792,8688)",3109977,,3187157,,4015230,,,1,0,,0,0,3187158,0
3187167,2351259,"[12202,24394)",0,"[5792,8688)",3110443,,3187165,,4015231,,,1,0,,0,0,3187166,1
3187171,2351153,"[12202,24394)",0,"[5792,8688)",3110566,,3187168,,4015232,,,1,0,,0,0,3187170,1
3187174,2351153,"[61002,73194)",0,"[5517,8413)",3110720,,3187172,,4015233,,,1,0,,0,0,3187173,0
3187177,2351153,"[48802,60994)",0,"[5517,8413)",3110743,,3187175,,4015234,,,1,0,,0,0,3187176,1
3187180,2351140,"[24402,36594)",0,"[5792,8688)",3110836,,3187178,,4015235,,,1,0,,0,0,3187179,0
3187183,2351140,"[36602,48794)",0,"[5517,8138)",3110846,,3187181,,4015236,,,1,0,,0,0,3187182,1
3936604,2351853,"[2,6098)",0,"[0,2621)",3668568,3832412,,,4015237,,,1,0,,2,2,3936603,2
3186724,2351426,"[61002,67098)",0,"[2621,5242)",3116823,,3186722,,4015238,,,1,0,,1,1,3186723,2
3186734,2351426,"[54902,60998)",0,"[2621,5242)",3117165,,3186732,,4015239,,,1,0,,1,1,3186733,3
3940328,2352058,"[2,12194)",0,"[2896,5792)",3126043,3866646,,,4015240,,,1,0,,0,0,3940327,0
3187276,2351087,"[2,12194)",0,"[5792,8688)",3115726,,3187274,,4015241,,,1,0,,0,0,3187275,0
3187282,2351087,"[24402,36594)",0,"[5792,8688)",3115823,,3187280,,4015243,,,1,0,,0,0,3187281,1
3187285,2351087,"[36602,48794)",0,"[5792,8688)",3115893,,3187283,,4015244,,,1,0,,0,0,3187284,0
3187288,2351127,"[2,12194)",0,"[5242,7863)",3116129,,3187286,,4015245,,,1,0,,0,0,3187287,0
3187291,2351553,"[61002,73194)",0,"[5792,8688)",3116295,,3187289,,4015246,,,1,0,,0,0,3187290,0
3187294,2351426,"[24402,30498)",0,"[5242,7863)",3116381,,3187292,,4015247,,,1,0,,0,0,3187293,0
3187297,2351127,"[12202,24394)",0,"[5242,7863)",3116444,,3187295,,4015248,,,1,0,,0,0,3187296,0
3187300,2351426,"[30502,36598)",0,"[5242,7863)",3116633,,3187298,,4015249,,,1,0,,0,0,3187299,1
3187303,2351426,"[36602,42698)",0,"[5242,7863)",3117060,,3187301,,4015250,,,1,0,,0,0,3187302,2
3187306,2351153,"[24402,36594)",0,"[5792,8688)",3118219,,3187304,,4015251,,,1,0,,0,0,3187305,2
3187309,2351259,"[24402,36594)",0,"[5792,8688)",3118308,,3187307,,4015252,,,1,0,,0,0,3187308,2
3187312,2351482,"[61002,67098)",0,"[5242,7863)",3118390,,3187310,,4015253,,,1,0,,0,0,3187311,1
3187315,2351482,"[54902,60998)",0,"[5242,7863)",3118671,,3187313,,4015254,,,1,0,,0,0,3187314,1
3936608,2352127,"[0,1)",0,"[0,1)",3194592,3936537,,,4015255,,,1,0,,0,0,3936607,0
3187324,2351482,"[67102,73198)",0,"[5242,7863)",3119851,,3187322,,4015256,,,1,0,,0,0,3187323,0
3187327,2351482,"[48802,54898)",0,"[5242,7863)",3119976,,3187325,,4015257,,,1,0,,0,0,3187326,0
3187330,2351153,"[36602,48794)",0,"[5792,8688)",3119936,,3187328,,4015258,,,1,0,,0,0,3187329,2
3187333,2351259,"[36602,48794)",0,"[5792,8688)",3119965,,3187331,,4015259,,,1,0,,0,0,3187332,2
3187339,2350874,"[12202,25918)",0,"[5852,8778)",3159758,,3187337,,4015260,,,1,0,,0,0,3187338,0
3187345,2351952,"[73202,85394)",0,"[5792,8688)",3161154,,3187343,,4015261,,,1,0,,0,0,3187344,0
3187349,2350868,"[12202,25918)",0,"[5852,8778)",3161382,,3187347,,4015262,,,1,0,,0,0,3187348,0
3187352,2351952,"[61002,67098)",0,"[5242,7863)",3162035,,3187350,,4015263,,,1,0,,0,0,3187351,1
3187355,2350888,"[12202,25918)",0,"[5852,8473)",3162168,,3187353,,4015264,,,1,0,,0,0,3187354,0
3187359,2351942,"[36602,42698)",0,"[5242,7863)",3163094,,3187357,,4015265,,,1,0,,0,0,3187358,0
3187362,2351952,"[54902,60998)",0,"[5242,7863)",3163137,,3187360,,4015266,,,1,0,,0,0,3187361,1
3187365,2351942,"[48802,54898)",0,"[5242,7863)",3163210,,3187363,,4015267,,,1,0,,0,0,3187364,0
3936655,2352129,"[0,1)",0,"[0,1)",3668578,3936641,,,4015268,,,1,0,,0,0,3936654,0
3187371,2351976,"[18302,30494)",0,"[5792,8688)",3164159,,3187369,,4015269,,,1,0,,0,0,3187370,0
3187374,2351962,"[48802,62518)",0,"[5242,7863)",3165094,,3187372,,4015270,,,1,0,,0,0,3187373,0
3187377,2351962,"[30502,44218)",0,"[5242,7863)",3167106,,3187375,,4015271,,,1,0,,0,0,3187376,0
3187387,2351969,"[54902,60998)",0,"[5242,7863)",3179657,,3187385,,4015272,,,1,0,,0,0,3187386,0
3187390,2351969,"[48802,54898)",0,"[5242,7863)",3179879,,3187388,,4015273,,,1,0,,0,0,3187389,1
3187393,2351952,"[48802,54898)",0,"[5242,7863)",3181368,,3187391,,4015274,,,1,0,,0,0,3187392,0
3187397,2351969,"[24402,30498)",0,"[5242,7863)",3183374,,3187395,,4015275,,,1,0,,0,0,3187396,0
3936772,2352127,"[0,1)",0,"[0,1)",3238470,3936742,,,4015276,,,1,0,,0,0,3936771,0
3940261,2352047,"[12202,24394)",0,"[2926,5822)",3126158,3862873,,,4015277,,,1,0,,0,0,3940260,0
3185791,2352047,"[12202,24394)",0,"[0,2926)",3122662,,3185789,,4015278,,,1,0,,1,1,3185790,1
4133643,2351470,"[36602,42698)",0,"[2621,5242)",3111502,4133609,,3111510,,,,1,0,,0,0,4133642,0
4149397,2351193,"[61002,73194)",0,"[0,2896)",3117552,4149382,,,6517106,,,1,0,,2,2,4149396,2
7498216,2351380,"[30502,36598)",0,"[2621,5242)",3225535,7498144,,7498931,,,,1,0,,0,0,7498215,0
4146499,2351259,"[48802,60994)",0,"[5792,8688)",3121083,4146485,,,4434484,,,1,0,,0,0,4146498,1
4146460,2351259,"[48802,60994)",0,"[2896,5792)",3170399,4146443,,,4434490,,,1,0,,1,1,4146459,2
6342888,2351685,"[24406,36598)",0,"[0,2896)",3109236,6342662,,,6517108,,,1,0,,0,0,6342887,0
6601139,2351592,"[24406,36598)",0,"[2896,5517)",6403287,6600980,,10395360,,,,1,0,,0,0,6601138,0
7739913,2351500,"[6,12198)",0,"[5242,7863)",3902293,7739646,,7740051,,,,1,0,,0,0,7739912,0
4133578,2351470,"[36602,42698)",0,"[0,2621)",3111461,4133558,,3111469,,,,1,0,,0,0,4133577,0
4491295,2352137,"[0,1)",0,"[0,1)",3110836,4491275,,4491294,,,,1,0,,0,0,4491296,0
13415189,2387709,"[0,1)",0,"[0,1)",12988407,13414619,,12988404,,,,1,0,,0,0,13415188,0
9895169,2351206,"[61002,73194)",0,"[5792,8688)",3216669,9894863,,10252756,,,,1,0,,0,0,9895168,0
6565093,2351021,"[36602,48794)",0,"[2896,5792)",4437897,6564974,,7711343,,,,1,0,,0,0,6565092,0
6340581,2351685,"[48806,60998)",0,"[0,2621)",3104502,6340223,,6339672,,,,1,0,,0,0,6340580,0
6872727,2351180,"[36602,48794)",0,"[2896,5792)",3266621,6872619,,6878592,,,,1,0,,0,0,6872726,0
6688884,2352137,"[0,1)",0,"[0,1)",3107138,6641889,,3107143,,,,1,0,,0,0,6688885,0
4146415,2351259,"[48802,60994)",0,"[0,2896)",3120578,4146396,,3120583,,,,1,0,,0,0,4146414,0
4757406,2351831,"[36606,48798)",0,"[2621,5242)",3124735,4757359,,3124738,,,,1,0,,0,0,4757405,0
4130780,2352020,"[2,13718)",0,"[0,2621)",3163661,4130762,,,4733617,,,1,0,,0,0,4130779,0
4151551,2351724,"[59482,73198)",0,"[0,2621)",3194244,4151533,,,4733618,,,1,0,,0,0,4151550,0
4151595,2351724,"[35082,48798)",0,"[0,2621)",3200196,4151577,,,4733619,,,1,0,,0,0,4151594,0
6581366,2387709,"[0,1)",0,"[0,1)",6486532,6579863,,6486529,,,,1,0,,0,0,6581365,0
4829237,2352137,"[0,1)",0,"[0,1)",4768484,4768480,,4829236,,,,1,0,,0,0,4829238,0
5133163,2352137,"[0,1)",0,"[0,1)",3103133,5086839,,3103139,,,,1,0,,0,0,5133165,0
4155311,2351831,"[33566,47282)",0,"[0,2621)",3124854,4155292,,,4733620,,,1,0,,0,0,4155310,0
4146652,2351259,"[61002,73194)",0,"[5792,8688)",3121057,4146627,,4490485,,,,1,0,,0,0,4146650,0
14033988,2351453,"[61002,67098)",0,"[2621,5242)",8118808,14033980,,14034055,,,,1,0,,0,0,14033987,0
5635177,2352069,"[12206,24398)",0,"[0,2896)",3107362,5635164,,6375616,,,,1,0,,0,0,5635176,0
6574936,2351380,"[54902,60998)",0,"[2621,5242)",3220954,6574854,,7940003,,,,1,0,,0,0,6574935,0
6586746,2351245,"[2,12194)",0,"[2896,5792)",3221494,6586679,,7941449,,,,1,0,,0,0,6586745,0
4520487,2352137,"[0,1)",0,"[0,1)",3193013,4520459,,5042604,,,,1,0,,0,0,4520488,0
4338602,2352047,"[24406,36598)",0,"[2896,5822)",3129518,,4338601,4503105,,,,1,0,,0,0,4338603,0
4139558,2351380,"[36602,42698)",0,"[0,2621)",3207065,4139536,,4163536,,,,1,0,,0,0,4139557,0
6544570,2351513,"[61006,73198)",0,"[2896,5792)",5726672,6544455,,7181120,,,,1,0,,0,0,6544569,0
11500609,2387709,"[0,1)",0,"[0,1)",11456015,11498876,,11456012,,,,1,0,,0,0,11500608,0
4155864,2351074,"[48802,60994)",0,"[5792,8413)",3224884,4155843,,5447983,,,,1,0,,0,0,4155863,0
4156000,2351074,"[61002,73194)",0,"[2896,5792)",3107416,4155981,,5381822,,,,1,0,,0,0,4155999,0
4151465,2352131,"[0,1)",0,"[0,1)",3199723,4151450,,4151694,,,,1,0,,0,0,4151464,0
9544771,2351672,"[6,12198)",0,"[2896,5792)",4465762,9544644,,,10714862,,,1,0,,1,1,9544770,1
8270659,2352142,"[0,1)",0,"[0,1)",8270644,,8270658,,,,,1,0,,0,0,,0
6569165,2351399,"[54902,60998)",0,"[0,2621)",3243090,6569111,,7207543,,,,1,0,,0,0,6569164,0
8270770,2352142,"[0,1)",0,"[0,1)",8270758,,8270769,,,,,1,0,,0,0,,0
6570616,2351553,"[6,12198)",0,"[5792,8688)",3254966,6570512,,9774683,,,,1,0,,0,0,6570615,0
7832239,2351285,"[24402,36594)",0,"[0,2896)",5304747,5304744,,7835794,,,,1,0,,0,0,7832244,0
7939475,2351034,"[2,12194)",0,"[5792,8688)",3247418,7939286,,10070522,,,,1,0,,0,0,7939474,0
5133518,2352135,"[0,1)",0,"[0,1)",4768756,4768752,,5133517,,,,1,0,,0,0,5133519,0
10411695,2352137,"[0,1)",0,"[0,1)",3266562,10383861,,10383511,,,,1,0,,0,0,10411696,0
7869158,2351698,"[6,12198)",0,"[0,2896)",4443475,7868949,,,10714908,,,1,0,,1,1,7869157,1
10413480,2352137,"[0,1)",0,"[0,1)",3266562,10383511,,3266566,,,,1,0,,0,0,10413481,0
10494199,2351698,"[6,12198)",0,"[2896,5792)",8123110,10493931,,,10714911,,,1,0,,0,0,10494198,0
10725232,2352135,"[0,1)",0,"[0,1)",4393145,10725208,,10725243,,,,1,0,,0,0,10725233,0
8270546,2352142,"[0,1)",0,"[0,1)",8270528,,8270545,,18383090,,,1,0,,0,0,,0
5476146,2352047,"[12206,24398)",0,"[0,2896)",3214708,3214705,,10470696,,,,1,0,,0,0,5476151,0
4749904,2350880,"[24402,36594)",0,"[5242,7863)",3897698,4749856,,7267677,,,,1,0,,0,0,4749903,0
6564061,2351540,"[6,12198)",0,"[2896,5792)",3876744,6563936,,7639922,,,,1,0,,0,0,6564060,0
6564081,2351021,"[12202,24394)",0,"[5517,8413)",4457071,6563896,,6868400,,,,1,0,,0,0,6564080,0
7282974,2352135,"[0,1)",0,"[0,1)",3567184,7267696,,3567189,,,,1,0,,0,0,7282975,0
4144649,2351606,"[61006,73198)",0,"[2621,5517)",3105859,4144633,,5086861,,,,1,0,,0,0,4144648,0
6586770,2351645,"[48806,60998)",0,"[0,2896)",3104633,6586655,,6887947,,,,1,0,,0,0,6586769,0
6574558,2351061,"[61002,73194)",0,"[0,2896)",3101420,6574477,,6887979,,,,1,0,,0,0,6574557,0
4504946,2387709,"[0,1)",0,"[0,1)",4448725,4503170,,4448722,,,,1,0,,0,0,4504945,0
6352887,2352137,"[0,1)",0,"[0,1)",3100998,6351349,,3101003,,,,1,0,,0,0,6352888,0
4491502,2352137,"[0,1)",0,"[0,1)",3121317,4491481,,4491501,,,,1,0,,0,0,4491503,0
4155618,2351074,"[36602,48794)",0,"[0,2896)",3101898,4155602,,,6517126,,,1,0,,2,2,4155617,2
5448999,2352135,"[0,1)",0,"[0,1)",3107351,5381810,,3107356,,,,1,0,,0,0,5449005,0
4155555,2351842,"[6,12198)",0,"[0,2621)",3668553,4155530,,,6517127,,,1,0,,1,1,4155554,1
4437497,2351380,"[30502,36598)",0,"[5242,7863)",3220954,3220951,,5476787,,,,1,0,,0,0,4437502,0
4503144,2352069,"[24406,36598)",0,"[0,2896)",3129518,4503105,,5321405,,,,1,0,,0,0,4503143,0
4166556,2352131,"[0,1)",0,"[0,1)",3212493,4166519,,4166599,,,,1,0,,0,0,4166555,0
4142796,2351335,"[48802,60994)",0,"[5792,8688)",3639028,4142777,,4521222,,,,1,0,,0,0,4142795,1
4142744,2351335,"[48802,60994)",0,"[2896,5792)",3595794,4142727,,4521227,,,,1,0,,0,0,4142743,1
4155882,2351842,"[36606,48798)",0,"[2621,5242)",3668583,4155862,,4663526,,,,1,0,,0,0,4155881,0
4166467,2351259,"[24402,36594)",0,"[0,2896)",3098618,4166445,,3098638,,,,1,0,,0,0,4166466,0
4170372,2351711,"[61006,73198)",0,"[2926,5852)",3166827,4170342,,4171262,,,,1,0,,0,0,4170371,0
4142864,2351335,"[36602,48794)",0,"[0,2896)",3119290,4142847,,3119296,,,,1,0,,0,0,4142863,0
4150613,2351166,"[36602,48794)",0,"[0,2896)",3120604,4150601,,3120609,,,,1,0,,0,0,4150612,0
4151707,2351724,"[4582,18298)",0,"[0,2621)",3199723,4151694,,,4733621,,,1,0,,0,0,4151706,0
4130273,2352032,"[2,12194)",0,"[0,2621)",3120894,4130208,,3120899,,,,1,0,,0,0,4130272,0
4138332,2351417,"[54902,60998)",0,"[0,2621)",3120975,4138310,,3120980,,,,1,0,,0,0,4138331,0
8270882,2352142,"[0,1)",0,"[0,1)",8270872,,8270881,,,,,1,0,,0,0,,0
6574922,2351206,"[48802,60994)",0,"[2621,5517)",3216223,6574763,,7200238,,,,1,0,,0,0,6574921,0
7184531,2352135,"[0,1)",0,"[0,1)",3264623,7143982,,3264627,,,,1,0,,0,0,7184532,0
6582150,2351353,"[30502,36598)",0,"[2621,5242)",3218579,6582077,,7938509,,,,1,0,,0,0,6582149,0
4135161,2351453,"[36602,42698)",0,"[0,2621)",3120920,4135143,,3120925,,,,1,0,,0,0,4135160,0
8271103,2352142,"[0,1)",0,"[0,1)",8271093,,8271102,,,,,1,0,,0,0,,0
6342324,2351685,"[36606,48798)",0,"[0,2621)",3104869,6342183,,6339676,,,,1,0,,0,0,6342323,0
4152995,2351751,"[12206,24398)",0,"[0,2621)",3206060,4152981,,,6517164,,,1,0,,1,1,4152994,1
4492777,2352137,"[0,1)",0,"[0,1)",3118863,4492757,,4492776,,,,1,0,,0,0,4492778,0
17769499,2352131,"[0,1)",0,"[0,1)",17675969,17768814,,,,,,1,0,,0,0,17769498,0
4155390,2351074,"[12202,24394)",0,"[2896,5792)",3107189,4155376,,6351385,,,,1,0,,0,0,4155389,0
7835903,2351335,"[36602,48794)",0,"[5792,8688)",5304747,7835794,,7836095,,,,1,0,,0,0,7835902,0
8271324,2352142,"[0,1)",0,"[0,1)",8271314,,8271323,,,,,1,0,,0,0,,0
4156616,2351887,"[48806,60998)",0,"[2896,5517)",3128591,4156598,,3128594,,,,1,0,,0,0,4156615,0
8271653,2352142,"[0,1)",0,"[0,1)",8271643,,8271652,,,,,1,0,,0,0,,0
12903531,2351658,"[6,12198)",0,"[2621,5517)",6843141,12903397,,12905907,,,,1,0,,0,0,12903530,0
15477318,2352135,"[0,1)",0,"[0,1)",6647733,15446171,,6647738,,,,1,0,,0,0,15477319,0
7281696,2352135,"[0,1)",0,"[0,1)",3552307,7267693,,3552312,,,,1,0,,0,0,7281697,0
4151662,2351724,"[21366,35082)",0,"[0,2621)",3195252,4151643,,,4733622,,,1,0,,0,0,4151661,0
6029799,2352137,"[0,1)",0,"[0,1)",3103455,6022430,,3103460,,,,1,0,,0,0,6029800,0
6168320,2352137,"[0,1)",0,"[0,1)",3103652,6166307,,3103657,,,,1,0,,0,0,6168327,0
4141977,2351344,"[36602,42698)",0,"[0,2621)",3207176,4141969,,6192270,,,,1,0,,0,0,4141976,0
4153386,2351764,"[36602,42698)",0,"[0,2621)",3269568,4153365,,5426974,,,,1,0,,0,0,4153385,0
10725272,2351470,"[54902,60998)",0,"[0,2621)",4393145,10725243,,4393149,,,,1,0,,0,0,10725271,0
6875695,2351316,"[48802,60994)",0,"[0,2621)",3099592,6875580,,,7290293,,,1,0,,0,0,6875694,0
4131195,2350937,"[12202,24394)",0,"[2896,5792)",3103100,4131179,,6351369,,,,1,0,,0,0,4131194,0
6208549,2352137,"[0,1)",0,"[0,1)",3207176,6192270,,3207180,,,,1,0,,0,0,6208550,0
4163570,2351380,"[30502,36598)",0,"[0,2621)",3207065,4163536,,4163621,,,,1,0,,0,0,4163569,0
4521250,2352137,"[0,1)",0,"[0,1)",3639028,4521222,,5042456,,,,1,0,,0,0,4521251,0
4521272,2352137,"[0,1)",0,"[0,1)",3595794,4521227,,5042533,,,,1,0,,0,0,4521274,0
6691601,2351658,"[24406,36598)",0,"[0,2896)",3104652,6641893,,6699809,,,,1,0,,0,0,6691600,0
6586768,2351100,"[61002,73194)",0,"[0,2621)",3277176,6586686,,6453958,,,,1,0,,0,0,6586767,0
6552224,2351477,"[61002,67098)",0,"[2621,5242)",3109146,6552148,,6804012,,,,1,0,,0,0,6552223,0
4153071,2351751,"[6,12198)",0,"[0,2896)",3204376,4153057,,,6517166,,,1,0,,1,1,4153070,1
5134159,2387709,"[0,1)",0,"[0,1)",5042723,5096250,,5042720,,,,1,0,,0,0,5134158,0
6550036,2350995,"[2,12194)",0,"[5792,8688)",3273514,6549853,,6946616,,,,1,0,,0,0,6550035,0
4142699,2351335,"[48802,60994)",0,"[0,2896)",3200633,4142677,,3200637,,,,1,0,,0,0,4142698,1
4150365,2351166,"[2,12194)",0,"[2896,5792)",3121395,4150356,,3121400,,,,1,0,,0,0,4150364,0
4150428,2351166,"[12202,24394)",0,"[2896,5792)",3121472,4150420,,3121477,,,,1,0,,0,0,4150427,0
4166493,2351259,"[24402,36594)",0,"[2896,5792)",3110610,4166480,,3110615,,,,1,0,,0,0,4166492,0
4135334,2351453,"[54902,60998)",0,"[0,2621)",3120949,4135313,,3120954,,,,1,0,,0,0,4135333,0
4150411,2351166,"[12202,24394)",0,"[0,2896)",3120683,4150404,,3120688,,,,1,0,,0,0,4150410,0
4166506,2350945,"[27434,41150)",0,"[5242,7863)",3861895,4166495,,4166539,,,,1,0,,0,0,4166505,0
4153165,2351127,"[24402,36594)",0,"[0,2621)",3118122,4153150,,,6517167,,,1,0,,2,2,4153164,4
4130824,2350945,"[27434,41150)",0,"[2621,5242)",3212493,4130803,,4166519,,,,1,0,,0,0,4130823,0
4166523,2351259,"[24402,36594)",0,"[5792,8688)",3118308,4166510,,3118313,,,,1,0,,0,0,4166522,0
4166546,2352131,"[0,1)",0,"[0,1)",3861895,4166539,,4166575,,,,1,0,,0,0,4166545,0
4153486,2351764,"[48802,54898)",0,"[0,2621)",3269401,4153466,,5426965,,,,1,0,,0,0,4153485,0
4150498,2351711,"[47282,60998)",0,"[2621,5242)",3200174,4150486,,4171263,,,,1,0,,0,0,4150497,0
4151510,2351153,"[24402,36594)",0,"[5792,8688)",3118219,4151495,,4495267,,,,1,0,,0,0,4151509,1
4151650,2351153,"[12202,24394)",0,"[5517,8413)",3110566,4151636,,3110575,,,,1,0,,0,0,4151649,0
4650976,2387709,"[0,1)",0,"[0,1)",4590746,4635864,,,4656169,,,1,0,,0,0,4650975,0
4530480,2350874,"[12202,25918)",0,"[5852,8473)",3561762,3561759,,,4733623,,,1,0,,0,0,4530487,0
4166588,2350945,"[27434,41150)",0,"[2621,5242)",3861895,4166575,,,4733624,,,1,0,,1,1,4166587,1
7746004,2351540,"[36606,48798)",0,"[0,2896)",6689364,7745957,,7825094,,,,1,0,,0,0,7746003,0
6550819,2351153,"[61002,73194)",0,"[0,2896)",4293602,6550459,,7211699,,,,1,0,,0,0,6550818,0
4171271,2352131,"[0,1)",0,"[0,1)",3166827,4171262,,6563642,,,,1,0,,0,0,4171270,0
10391379,2352135,"[0,1)",0,"[0,1)",3264829,10264694,,,10401825,,,1,0,,0,0,10391382,0
5449837,2352135,"[0,1)",0,"[0,1)",3105131,5381813,,5606896,,,,1,0,,0,0,5449838,0
7940013,2351380,"[67102,73198)",0,"[0,2621)",3220954,7940003,,8772838,,,,1,0,,0,0,7940012,0
6875916,2351316,"[24402,36594)",0,"[0,2896)",3099579,6875749,,6797379,,,,1,0,,0,0,6875915,0
4155416,2351074,"[12202,24394)",0,"[5792,8688)",3107105,4155404,,6355387,,,,1,0,,0,0,4155415,0
7740706,2352137,"[0,1)",0,"[0,1)",3168046,7739407,,7579257,,,,1,0,,0,0,7740707,0
10743320,8252394,"[0,1)",0,"[0,1)",9918209,10743302,,,11145014,,,1,0,,0,0,10743319,0
7836147,2351285,"[36602,48794)",0,"[0,2896)",5304747,7836095,,7837014,,,,1,0,,0,0,7836146,0
