id,stack_id,rowrange,depth,heightrange,terminalstopoveraction_id,put_handling_id,put_correction_id,pull_handling_id,pull_correction_id,yardmovehandling_id,container_number,container_relative_marker_position,container_height,marker_id,reachstacker_moves,crane_moves,locationinformation_id,straddlecarrier_moves
8805726,2352142,"[0,1)",0,"[0,1)",8144114,,8805722,,8805746,,,1,0,,,,,
8806082,2352135,"[0,1)",0,"[0,1)",8124645,8124641,,8806081,,,,1,0,,0,0,8806083,0
8804939,2352135,"[0,1)",0,"[0,1)",8130840,8130836,,8804938,,,,1,0,,0,0,8804948,0
9186763,2352135,"[0,1)",0,"[0,1)",8137345,8137341,,9186762,,,,1,0,,0,0,9186764,0
9015053,2352135,"[0,1)",0,"[0,1)",3268873,8981244,,3268877,,,,1,0,,0,0,9015054,0
8929963,2351566,"[6,12198)",0,"[2896,5792)",3219547,8929932,,8931210,,,,1,0,,0,0,8929962,0
9104522,2352135,"[0,1)",0,"[0,1)",3228968,9006946,,3228972,,,,1,0,,0,0,9104523,0
8805955,2387709,"[0,1)",0,"[0,1)",8144114,,8805946,,9107084,,,1,0,,0,0,,0
8954659,2352135,"[0,1)",0,"[0,1)",3220954,8947933,,3220958,,,,1,0,,0,0,8954660,0
9040322,2352135,"[0,1)",0,"[0,1)",3215629,9006903,,3215633,,,,1,0,,0,0,9040323,0
9094826,2387709,"[0,1)",0,"[0,1)",9052435,9088605,,9052432,,,,1,0,,0,0,9094825,0
9209500,2387709,"[0,1)",0,"[0,1)",8824997,9200805,,8824994,,,,1,0,,0,0,9209499,0
9109790,2352135,"[0,1)",0,"[0,1)",3215792,9006957,,3215796,,,,1,0,,0,0,9109791,0
6691585,2351579,"[48806,60998)",0,"[0,2896)",3215926,6691474,,9044526,,,,1,0,,0,0,6691584,0
9217188,2352133,"[0,1)",0,"[0,1)",8914840,,9217185,9216368,,,,1,0,,,,,
9217201,2387709,"[0,1)",0,"[0,1)",8914840,9216368,,8914837,,,,1,0,,0,0,9217200,0
9266158,2352135,"[0,1)",0,"[0,1)",3197057,9266035,,9267056,,,,1,0,,0,0,9266161,0
9281951,2352127,"[0,1)",0,"[0,1)",9197413,,9281949,9277648,,,,1,0,,,,,
9288769,2352135,"[0,1)",0,"[0,1)",3276139,9278139,,3276143,,,,1,0,,0,0,9288778,0
8884692,2351353,"[24402,30498)",0,"[2621,5242)",3340345,8883221,,9291208,,,,1,0,,0,0,8884691,0
9281975,2387709,"[0,1)",0,"[0,1)",9197413,9277648,,9197410,,,,1,0,,0,0,9281974,0
10746000,2351153,"[48802,60994)",0,"[0,2896)",7730929,10745983,,10746113,,,,1,0,,0,0,10745999,0
10369754,2352135,"[0,1)",0,"[0,1)",3224999,10264658,,,10403092,,,1,0,,0,0,10369765,0
10729208,2351435,"[48802,54898)",0,"[0,2621)",3640045,10729190,,10746946,,,,1,0,,0,0,10729207,0
6568479,2351553,"[24406,36598)",0,"[2896,5792)",3117765,6568343,,10417272,,,,1,0,,0,0,6568478,0
9488378,2351540,"[24406,36598)",0,"[2621,5242)",9350432,9350429,,,10714678,,,1,0,,1,1,9488388,2
10485950,2351463,"[42702,48798)",0,"[0,2621)",3230418,3230415,,,10721531,,,1,0,,0,0,10485955,0
7920636,2351034,"[24402,36594)",0,"[0,2896)",3273514,7920626,,,10722515,,,1,0,,2,2,7920635,2
10543413,2351034,"[6102,18294)",0,"[2896,5792)",3284054,10542316,,,10722517,,,1,0,,0,0,10543412,0
8070567,2351034,"[24402,36594)",0,"[5792,8413)",3197004,8070480,,,10722518,,,1,0,,0,0,8070566,0
10448421,2351034,"[6102,18294)",0,"[0,2896)",3275759,3275756,,,10722519,,,1,0,,1,1,10448426,1
7926114,2351034,"[24402,36594)",0,"[2896,5792)",3115624,7926079,,,10722520,,,1,0,,1,1,7926113,1
10299387,2351008,"[2,12194)",0,"[0,2896)",7867553,10299134,,,10722544,,,1,0,,1,1,10299386,1
6954205,2351008,"[36602,48794)",0,"[0,2896)",3204409,6954111,,,10722546,,,1,0,,1,1,6954204,1
6564671,2351553,"[61006,73198)",0,"[2896,5792)",3116263,6564560,,10508729,,,,1,0,,0,0,6564670,0
9996690,2352135,"[0,1)",0,"[0,1)",3254966,9774683,,3254970,,,,1,0,,0,0,9996691,0
9996538,2351008,"[12202,24394)",0,"[0,2896)",9465125,9465122,,,10722547,,,1,0,,1,1,9996543,1
6565879,2351553,"[48806,60998)",0,"[2896,5792)",3116064,6565631,,10417280,,,,1,0,,0,0,6565878,0
8940448,2351008,"[36602,48794)",0,"[2896,5792)",3106458,8940281,,,10722550,,,1,0,,0,0,8940447,0
10151284,2352137,"[0,1)",0,"[0,1)",3958312,10075427,,3958317,,,,1,0,,0,0,10151285,0
10116268,2351008,"[12202,24394)",0,"[2896,5792)",3221785,10115186,,,10722551,,,1,0,,0,0,10116267,0
10246966,2352135,"[0,1)",0,"[0,1)",3216701,10138897,,3216705,,,,1,0,,0,0,10246967,0
17786942,2352135,"[0,1)",0,"[0,1)",17700997,17700993,,17786941,,,,1,0,,0,0,17786943,0
10730204,2351408,"[48802,54898)",0,"[0,2621)",6088720,10730191,,14692491,,,,1,0,,0,0,10730203,0
10716716,2352091,"[24406,36598)",0,"[0,2896)",5375252,10716677,,14039282,,,,1,0,,0,0,10716715,0
6570397,2351553,"[6,12198)",0,"[2896,5792)",3281204,6570288,,10264584,,,,1,0,,0,0,6570396,0
10729604,2351426,"[48802,54898)",0,"[2621,5242)",3219773,10729591,,15347280,,,,1,0,,0,0,10729603,0
12929079,2351672,"[6,12198)",0,"[2896,5792)",12339357,12928850,,12930801,,,,1,0,,0,0,12929078,0
10274689,2352137,"[0,1)",0,"[0,1)",3224158,10216942,,3224162,,,,1,0,,0,0,10274691,0
13707057,2352135,"[0,1)",0,"[0,1)",11805014,13584806,,13584902,,,,1,0,,0,0,13707073,0
10722712,2351619,"[24406,36598)",0,"[2621,5242)",4392991,10722690,,13996231,,,,1,0,,0,0,10722711,0
8788078,2351296,"[36602,48794)",0,"[2621,5517)",3215368,8787761,,10217715,,,,1,0,,0,0,8788077,0
14226820,2351738,"[6,12198)",0,"[0,2896)",9325925,9325922,,,,,,1,0,,2,2,14226819,2
6569885,2351553,"[12206,24398)",0,"[5792,8688)",3265867,6569713,,10319700,,,,1,0,,0,0,6569884,0
10728248,2352142,"[0,1)",0,"[0,1)",7816584,10728226,,10729695,,,,1,0,,0,0,10728247,0
10510383,2352137,"[0,1)",0,"[0,1)",3222960,10468499,,3222964,,,,1,0,,0,0,10510385,0
11617220,2387709,"[0,1)",0,"[0,1)",11555973,11615548,,11555970,,,,1,0,,0,0,11617219,0
10750176,2351463,"[67102,73198)",0,"[2621,5242)",3275535,10750170,,14692500,,,,1,0,,0,0,10750175,0
10729108,2350921,"[24402,36594)",0,"[2896,5517)",3971977,10729078,,14812666,,,,1,0,,0,0,10729107,0
10087937,2351698,"[36606,48798)",0,"[2896,5792)",8123110,10085118,,10493931,,,,1,0,,0,0,10087936,0
10729910,2351417,"[54902,60998)",0,"[2621,5242)",3219273,10729890,,10747156,,,,1,0,,0,0,10729909,0
6568828,2351553,"[24406,36598)",0,"[5792,8688)",3288124,6568603,,10325338,,,,1,0,,0,0,6568827,0
10501952,2352047,"[6,12198)",0,"[5792,8688)",3225690,10501691,,10502053,,,,1,0,,0,0,10501951,0
10729967,2351417,"[48802,54898)",0,"[2621,5242)",3218400,10729949,,10747323,,,,1,0,,0,0,10729966,0
10331734,2352137,"[0,1)",0,"[0,1)",3215564,10217734,,3215568,,,,1,0,,0,0,10331735,0
11597538,2351632,"[6106,18298)",0,"[0,2621)",11106029,11106026,,11910122,,,,1,0,,0,0,11597537,0
6590080,2351632,"[36606,48798)",0,"[0,2896)",3116686,6589938,,10264631,,,,1,0,,0,0,6590079,0
10722771,2351606,"[12206,24398)",0,"[0,2896)",3214906,10722742,,10749785,,,,1,0,,0,0,10722770,0
6564921,2351553,"[61006,73198)",0,"[5792,8688)",3116295,6564821,,10505309,,,,1,0,,0,0,6564920,0
10524943,2352137,"[0,1)",0,"[0,1)",3217432,10468503,,3217436,,,,1,0,,0,0,10524947,0
10748353,2351390,"[42702,48798)",0,"[2621,5242)",3214007,10748346,,12259114,,,,1,0,,0,0,10748352,0
11906684,2351417,"[24402,30498)",0,"[2621,5242)",11867900,11867897,,12282934,,,,1,0,,0,0,11906683,0
10538858,2352135,"[0,1)",0,"[0,1)",3225690,10470736,,3225694,,,,1,0,,0,0,10538859,0
10127112,2351632,"[12206,24398)",0,"[0,2621)",3205593,10126744,,10470764,,,,1,0,,0,0,10127111,0
7836200,2351074,"[12202,24394)",0,"[5242,8138)",3217296,7836055,,9974732,,,,1,0,,0,0,7836199,0
10302758,2351658,"[24406,36598)",0,"[2896,5792)",4443246,10302517,,,10714839,,,1,0,,0,0,10302757,1
9487473,2387709,"[0,1)",0,"[0,1)",9404502,9478075,,9404499,,,,1,0,,0,0,9487472,0
7373244,2352142,"[0,1)",0,"[0,1)",6451948,6451944,,,14693753,,,1,0,,0,0,7373243,0
9038811,2351579,"[24406,36598)",0,"[2896,5792)",3219547,9037882,,10487640,,,,1,0,,0,0,9038810,0
9998398,2352137,"[0,1)",0,"[0,1)",3217296,9974732,,3217300,,,,1,0,,0,0,9998399,0
16434100,2352135,"[0,1)",0,"[0,1)",3218788,16358205,,3218792,,,,1,0,,0,0,16434132,0
15500132,2352131,"[0,1)",0,"[0,1)",15343894,,15500130,15496091,,,,1,0,,,,,
12226229,2387709,"[0,1)",0,"[0,1)",12164685,12222056,,12164682,,,,1,0,,0,0,12226228,0
10117987,2387709,"[0,1)",0,"[0,1)",9918646,10106328,,9918643,,,,1,0,,0,0,10117986,0
6579643,2351362,"[48802,54898)",0,"[2621,5242)",3912125,6579569,,9529153,,,,1,0,,0,0,6579642,0
12168485,2387709,"[0,1)",0,"[0,1)",12084004,12166806,,12084001,,,,1,0,,0,0,12168484,0
13707680,2352135,"[0,1)",0,"[0,1)",11805014,13584902,,11805019,,,,1,0,,0,0,13707681,0
10156528,2387709,"[0,1)",0,"[0,1)",10012362,10154706,,10012359,,,,1,0,,0,0,10156527,0
7962611,2352023,"[2,12194)",0,"[2926,5822)",3127102,7962395,,,10717602,,,1,0,,0,0,7962610,0
9489971,2351408,"[61002,67098)",0,"[2621,5242)",3224279,9488008,,9607739,,,,1,0,,0,0,9489970,0
6609670,2351219,"[12202,24394)",0,"[0,2896)",3281426,6609175,,10470685,,,,1,0,,0,0,6609669,0
7593348,2351645,"[48806,60998)",0,"[0,2621)",4392523,7593276,,4392527,,,,1,0,,0,0,7593347,0
12245306,2351127,"[12202,24394)",0,"[0,2896)",4941367,12245253,,15614062,,,,1,0,,0,0,12245305,0
13444706,2352135,"[0,1)",0,"[0,1)",7864104,13440536,,7864109,,,,1,0,,0,0,13444707,0
10718001,2352005,"[2,12194)",0,"[0,2621)",4465491,10717992,,4465496,,,,1,0,,0,0,10718000,0
9292452,2351685,"[24406,36598)",0,"[5792,8688)",6647733,6647730,,10525289,,,,1,0,,0,0,9292457,2
10718089,2351999,"[6102,12198)",0,"[0,2621)",9354945,10718084,,,11144933,,,1,0,,1,1,10718088,1
10332949,2352131,"[0,1)",0,"[0,1)",9475785,9475782,,,11145802,,,1,0,,0,0,10332954,0
10717896,2352008,"[2,6098)",0,"[0,2621)",3169324,10717894,,,,,,1,0,,1,1,10717895,1
10000404,2351193,"[2,12194)",0,"[2896,5792)",6649710,9999520,,10331105,,,,1,0,,0,0,10000403,0
10729132,2351738,"[61006,73198)",0,"[5792,8413)",4466057,10729114,,,11647769,,,1,0,,0,0,10729131,0
14036654,2352139,"[0,1)",0,"[0,1)",3118768,14036632,,3118774,,,,1,0,,0,0,14036653,0
10540177,2350921,"[2,12194)",0,"[5792,8413)",3971977,10540061,,10540564,,,,1,0,,0,0,10540176,0
10349899,2351353,"[24402,30498)",0,"[5242,7863)",5470463,10349101,,10368009,,,,1,0,,0,0,10349898,0
12596514,2387709,"[0,1)",0,"[0,1)",8132134,,12596512,,14375961,,,1,0,,0,0,12596513,0
7404286,2352103,"[12206,24398)",0,"[0,2896)",3123066,7404179,,14462510,,,,1,0,,0,0,7404285,0
10370236,2352137,"[0,1)",0,"[0,1)",3116926,10355477,,3116931,,,,1,0,,0,0,10370247,0
13864293,2352069,"[48806,60998)",0,"[2896,5792)",5789821,13846513,,14015213,,,,1,0,,0,0,13864292,0
11907208,2352131,"[0,1)",0,"[0,1)",11889735,,11907206,11900966,,,,1,0,,,,,
10540929,2350921,"[12202,24394)",0,"[5792,8413)",3971977,10540564,,10541360,,,,1,0,,0,0,10540928,0
11910217,2351619,"[6,12198)",0,"[0,2621)",11106029,11910122,,11910286,,,,1,0,,0,0,11910216,0
8751132,2351463,"[54902,60998)",0,"[2621,5242)",3219809,8751026,,,10721534,,,1,0,,1,1,8751131,1
10280662,2351390,"[36602,42698)",0,"[2621,5242)",9951414,9951411,,,10721743,,,1,0,,0,0,10280667,0
10581036,2351380,"[54902,60998)",0,"[2621,5242)",3229166,10580945,,,10721801,,,1,0,,0,0,10581035,0
7774865,2351021,"[61002,73194)",0,"[0,2896)",3269225,7774798,,,10722531,,,1,0,,0,0,7774864,0
9270101,2350921,"[2,12194)",0,"[0,2896)",3109490,9270034,,10470744,,,,1,0,,0,0,9270100,0
9269054,2350921,"[12202,24394)",0,"[0,2896)",3109543,9268985,,10470752,,,,1,0,,0,0,9269053,0
10722667,2351619,"[24406,36598)",0,"[0,2621)",4392846,10722644,,13997448,,,,1,0,,0,0,10722666,0
10560882,2352137,"[0,1)",0,"[0,1)",3272417,10546554,,10548144,,,,1,0,,0,0,10560883,0
10088931,2351463,"[54902,60998)",0,"[5242,7863)",8118177,8118174,,10568266,,,,1,0,,0,0,10088936,0
11907247,2387709,"[0,1)",0,"[0,1)",11889735,11900966,,11889732,,,,1,0,,0,0,11907246,0
10717018,2352103,"[12206,24398)",0,"[2896,5517)",3581004,10716987,,3581011,,,,1,0,,0,0,10717017,0
10718026,2352002,"[2,12194)",0,"[0,2621)",10176037,10718017,,,11301036,,,1,0,,0,0,10718025,0
6619753,2351887,"[48802,54898)",0,"[0,2621)",3270481,6619651,,10556357,,,,1,0,,0,0,6619752,0
10583375,2352135,"[0,1)",0,"[0,1)",3270481,10556357,,3270485,,,,1,0,,0,0,10583376,0
12226214,2352127,"[0,1)",0,"[0,1)",12164685,,12226212,12222056,,,,1,0,,,,,
10230707,2351380,"[42702,48798)",0,"[2621,5242)",3218328,10227579,,10649073,,,,1,0,,0,0,10230706,0
12243837,2351344,"[36602,42698)",0,"[5242,7863)",3216964,12243733,,,12244576,,,1,0,,0,0,12243836,0
11622282,2351353,"[36602,42698)",0,"[5242,7863)",11167739,11167736,,,12259720,,,1,0,,0,0,11622281,2
12402369,2351685,"[12206,24398)",0,"[0,2896)",12207657,12402313,,,12419630,,,1,0,,0,0,12402368,0
9494495,2352135,"[0,1)",0,"[0,1)",3217061,9461972,,3217065,,,,1,0,,0,0,9494496,0
10090051,2351219,"[61002,73194)",0,"[2896,5792)",3227008,10089840,,10419702,,,,1,0,,0,0,10090050,0
10476128,2350913,"[12202,24394)",0,"[5242,7863)",8120124,8120121,,,10729254,,,1,0,,0,0,10476138,0
9998826,2351087,"[36602,48794)",0,"[2621,5517)",3216637,9998666,,9774695,,,,1,0,,0,0,9998825,0
9497135,2351408,"[61002,67098)",0,"[5242,7863)",3640218,3640215,,9610288,,,,1,0,,0,0,9497140,0
10074224,2387709,"[0,1)",0,"[0,1)",9918508,10052571,,9918505,,,,1,0,,0,0,10074223,0
10333746,2351592,"[12206,24398)",0,"[0,2896)",6651418,10333630,,,10714755,,,1,0,,0,0,10333745,0
6585287,2351232,"[36602,48794)",0,"[0,2896)",3217793,6585086,,10468507,,,,1,0,,0,0,6585286,0
8206523,2351685,"[61006,73198)",0,"[2896,5792)",3228565,3228562,,,10714883,,,1,0,,1,1,8206529,4
6591264,2351632,"[48806,60998)",0,"[2896,5792)",3099257,6591130,,10075389,,,,1,0,,0,0,6591263,0
6828494,2351685,"[24406,36598)",0,"[0,2896)",5155562,5155559,,,10714884,,,1,0,,1,1,6828499,3
14693756,2352142,"[0,1)",0,"[0,1)",14690269,,14693754,14692187,,,,1,0,,,,,
10127290,2352137,"[0,1)",0,"[0,1)",3099257,10075389,,3099265,,,,1,0,,0,0,10127291,0
13708382,2352135,"[0,1)",0,"[0,1)",6405465,13584812,,13717532,,,,1,0,,0,0,13708385,0
8569567,2351685,"[36606,48798)",0,"[5792,8688)",3272017,3272014,,,10714888,,,1,0,,0,0,8569572,2
10152675,2352142,"[0,1)",0,"[0,1)",10011637,,10152673,10142884,,,,1,0,,,,,
8211597,2351685,"[61006,73198)",0,"[5792,8688)",3218687,3218684,,,10714889,,,1,0,,0,0,8211602,3
16434553,2352137,"[0,1)",0,"[0,1)",3197004,16374348,,3197009,,,,1,0,,0,0,16434556,0
13722830,2352135,"[0,1)",0,"[0,1)",8148082,13717563,,8148089,,,,1,0,,0,0,13722831,0
10152786,2387709,"[0,1)",0,"[0,1)",10011637,10142884,,10011634,,,,1,0,,0,0,10152785,0
9273361,2351685,"[24406,36598)",0,"[2896,5792)",6651025,6651022,,,10714891,,,1,0,,0,0,9273366,2
10303549,2351114,"[61002,73194)",0,"[2621,5517)",5393546,10301027,,10432774,,,,1,0,,0,0,10303548,0
10524781,2351685,"[48806,60998)",0,"[2896,5792)",3221750,10523475,,,10714892,,,1,0,,0,0,10524780,3
6571157,2351685,"[36606,48798)",0,"[0,2896)",3109236,6571016,,,10714894,,,1,0,,2,2,6571156,4
13429958,2387709,"[0,1)",0,"[0,1)",13319001,13428085,,13318998,,,,1,0,,0,0,13429957,0
7592793,2351685,"[61006,73198)",0,"[0,2896)",4443278,7592773,,,10714895,,,1,0,,2,2,7592792,5
6585469,2351232,"[36602,48794)",0,"[2896,5792)",3229408,6585353,,10138905,,,,1,0,,0,0,6585468,0
6838620,2351685,"[48806,60998)",0,"[0,2896)",3214874,6838348,,,10715339,,,1,0,,1,1,6838619,4
10247841,2352137,"[0,1)",0,"[0,1)",3117178,10216638,,3117183,,,,1,0,,0,0,10247842,0
9687176,2351114,"[61002,73194)",0,"[0,2621)",4122733,9685427,,10383897,,,,1,0,,0,0,9687175,0
17788829,2352142,"[0,1)",0,"[0,1)",17700997,17786941,,,,,,1,0,,0,0,17788828,0
14036737,2351245,"[48802,60994)",0,"[0,2896)",3938645,14036620,,,,,,1,0,,1,1,14036736,1
10281551,2387709,"[0,1)",0,"[0,1)",10256916,10272720,,10256913,,,,1,0,,0,0,10281550,0
10283627,2387709,"[0,1)",0,"[0,1)",10256929,10272725,,10256926,,,,1,0,,0,0,10283626,0
13457384,2352135,"[0,1)",0,"[0,1)",4475260,13440560,,4475266,,,,1,0,,0,0,13457385,0
11618041,2387709,"[0,1)",0,"[0,1)",11558297,11615689,,11558294,,,,1,0,,0,0,11618040,0
7921960,2350995,"[12202,24394)",0,"[0,2896)",3228601,7921949,,10470691,,,,1,0,,0,0,7921959,0
10083022,2351408,"[54902,60998)",0,"[0,2621)",4476281,4476278,,,10721696,,,1,0,,0,0,10083027,1
10729843,2351417,"[36602,42698)",0,"[0,2621)",3219273,10729803,,10729890,,,,1,0,,0,0,10729842,0
10488174,2352135,"[0,1)",0,"[0,1)",3228601,10470691,,3228605,,,,1,0,,0,0,10488175,0
7925883,2351034,"[48802,60994)",0,"[2896,5792)",3266621,7925853,,10305191,,,,1,0,,0,0,7925882,0
10746274,2351153,"[36602,48794)",0,"[2896,5517)",4844706,10746263,,13989298,,,,1,0,,0,0,10746273,0
7921734,2351034,"[48802,60994)",0,"[0,2896)",3215432,7921672,,10217719,,,,1,0,,0,0,7921733,0
10256028,2351698,"[36606,48798)",0,"[5792,8688)",3251569,10255781,,10493694,,,,1,0,,0,0,10256027,0
8070333,2351034,"[36602,48794)",0,"[5792,8688)",3229007,8070278,,10316325,,,,1,0,,0,0,8070332,0
7925943,2351034,"[36602,48794)",0,"[2896,5792)",3273059,7925923,,10316326,,,,1,0,,0,0,7925942,0
10350219,2351408,"[30502,36598)",0,"[5242,7863)",3230576,3230573,,10366939,,,,1,0,,0,0,10350254,0
11907690,2351566,"[6,12198)",0,"[0,2621)",11592717,11907580,,11912262,,,,1,0,,0,0,11907689,0
8766073,2351408,"[36602,42698)",0,"[0,2621)",3116926,8766005,,10355477,,,,1,0,,0,0,8766072,0
10059727,2351193,"[36602,48794)",0,"[5517,8138)",9497319,9497316,,,10372651,,,1,0,,0,0,10059732,0
6591036,2351632,"[48806,60998)",0,"[0,2896)",3116838,6590941,,10470708,,,,1,0,,0,0,6591035,0
12169086,2387709,"[0,1)",0,"[0,1)",12142120,12167778,,12142117,,,,1,0,,0,0,12169085,0
12224880,2387709,"[0,1)",0,"[0,1)",12162720,12220293,,12162717,,,,1,0,,0,0,12224879,0
16020614,2387709,"[0,1)",0,"[0,1)",15819874,16019932,,15819871,,,,1,0,,0,0,16020613,0
10746218,8252394,"[0,1)",0,"[0,1)",3167285,10746205,,,,,,1,0,,0,0,10746217,0
13435079,2352135,"[0,1)",0,"[0,1)",6407024,13237464,,13440540,,,,1,0,,0,0,13435080,0
6580070,2351362,"[42702,48798)",0,"[2621,5242)",3231509,6579977,,9510622,,,,1,0,,0,0,6580069,0
10353064,2352135,"[0,1)",0,"[0,1)",3217464,10264640,,,10416193,,,1,0,,0,0,10353065,0
10283313,2352137,"[0,1)",0,"[0,1)",3099249,10283059,,,10421522,,,1,0,,0,0,10283329,0
9999496,2352135,"[0,1)",0,"[0,1)",3228728,9774686,,3228732,,,,1,0,,0,0,9999507,0
10525973,2351592,"[48806,60998)",0,"[0,2896)",6647733,10525289,,,10714756,,,1,0,,0,0,10525972,0
9971727,2351219,"[24402,36594)",0,"[2896,5517)",3103198,9968854,,,10090952,,,1,0,,1,1,9971726,1
13710152,2351579,"[61006,73198)",0,"[0,2621)",4472568,13709895,,13717580,,,,1,0,,0,0,13710151,0
11604395,2387709,"[0,1)",0,"[0,1)",11549266,11602514,,11549263,,,,1,0,,0,0,11604394,0
10247858,2351645,"[36606,48798)",0,"[0,2621)",4464789,10247729,,,10714825,,,1,0,,0,0,10247857,0
10289528,2351751,"[12206,24398)",0,"[0,2896)",3229448,10285818,,,10714983,,,1,0,,0,0,10289527,0
10163910,2352131,"[0,1)",0,"[0,1)",10009515,10009512,,,,,,1,0,,0,0,10163923,0
10160481,2387709,"[0,1)",0,"[0,1)",10027947,10158199,,10027944,,,,1,0,,0,0,10160480,0
10722622,2351619,"[36606,48798)",0,"[5242,7863)",6522582,10722598,,10865583,,,,1,0,,0,0,10722621,0
14000444,2352135,"[0,1)",0,"[0,1)",3961317,13989503,,3961323,,,,1,0,,0,0,14000445,0
6579209,2351579,"[24406,36598)",0,"[0,2896)",3199826,6579030,,10468480,,,,1,0,,0,0,6579208,0
10722526,2351619,"[36606,48798)",0,"[0,2621)",4392592,10722482,,13997862,,,,1,0,,0,0,10722525,0
10304235,2352137,"[0,1)",0,"[0,1)",3215991,10217722,,3215995,,,,1,0,,0,0,10304236,0
8610532,2351658,"[6,12198)",0,"[0,2896)",4857029,4857026,,10308259,,,,1,0,,0,0,8610537,0
10471511,2351463,"[67102,73198)",0,"[2621,5242)",3275535,3275532,,,10721532,,,1,0,,1,1,10471516,1
7711288,2351021,"[12202,24394)",0,"[0,2896)",3215144,7711137,,10217740,,,,1,0,,0,0,7711287,0
9376782,2351463,"[61002,67098)",0,"[0,2621)",8630081,8630078,,,10721533,,,1,0,,1,1,9376787,2
10335081,2352137,"[0,1)",0,"[0,1)",3215144,10217740,,3215148,,,,1,0,,0,0,10335091,0
10568105,2351463,"[67102,73198)",0,"[5242,7863)",3220452,10567971,,,10721537,,,1,0,,0,0,10568104,0
10384358,2351463,"[67102,73198)",0,"[0,2621)",3205079,10382606,,,10721538,,,1,0,,2,2,10384357,2
10059358,2351193,"[61002,73194)",0,"[2896,5792)",6650876,6650873,,10373267,,,,1,0,,0,0,10059373,0
10511673,2387709,"[0,1)",0,"[0,1)",10465802,10509073,,10465799,,,,1,0,,0,0,10511672,0
10717332,2352114,"[6,12198)",0,"[2896,5792)",3122918,10717258,,13993925,,,,1,0,,0,0,10717331,0
9498285,2351371,"[54902,60998)",0,"[2621,5242)",4435900,9496356,,,10721773,,,1,0,,1,1,9498284,1
10489481,2351034,"[6102,18294)",0,"[2896,5792)",3219547,10487640,,10470732,,,,1,0,,0,0,10489480,0
9509948,2351380,"[24402,30498)",0,"[2621,5242)",3585723,9507992,,,10721804,,,1,0,,0,0,9509947,0
10128459,2351034,"[61002,67098)",0,"[0,2621)",3286872,3286869,,,10722516,,,1,0,,0,0,10128465,0
6554737,2350995,"[61002,73194)",0,"[0,2896)",3221109,6554574,,,10722562,,,1,0,,0,0,6554736,0
10020001,2350995,"[24402,36594)",0,"[0,2896)",3273890,3273887,,,10722563,,,1,0,,0,0,10020016,0
10541451,2350921,"[2,12194)",0,"[5792,8413)",3971977,10541360,,10542122,,,,1,0,,0,0,10541450,0
6548844,2350995,"[2,12194)",0,"[0,2896)",3221821,6548446,,,10722564,,,1,0,,0,0,6548843,0
8943175,2350982,"[61002,73194)",0,"[0,2621)",4122811,8943038,,,10722594,,,1,0,,0,0,8943174,0
7406644,2352114,"[6,12198)",0,"[0,2896)",3123641,7406621,,13994006,,,,1,0,,0,0,7406643,0
9280226,2350921,"[2,12194)",0,"[2896,5792)",3284054,3284051,,10542316,,,,1,0,,0,0,9280234,0
9270616,2350921,"[12202,24394)",0,"[2896,5792)",3117418,9270551,,10470748,,,,1,0,,0,0,9270615,0
10561405,2352135,"[0,1)",0,"[0,1)",3272417,10548144,,3272421,,,,1,0,,0,0,10561407,0
10721835,2351619,"[61006,73198)",0,"[5242,7863)",3581001,10721816,,11284995,,,,1,0,,0,0,10721834,0
10746268,8252394,"[0,1)",0,"[0,1)",7181618,10746258,,,,,,1,0,,0,0,10746267,0
12231377,2351008,"[48802,60994)",0,"[2896,5792)",3222813,12231344,,15663189,,,,1,0,,0,0,12231376,0
9598712,2351463,"[61002,67098)",0,"[2621,5242)",3269467,9598538,,10556321,,,,1,0,,0,0,9598711,1
8762197,2351417,"[36602,42698)",0,"[5242,7863)",3224661,8762092,,10582771,,,,1,0,,0,0,8762196,0
11908702,2352131,"[0,1)",0,"[0,1)",11867308,11867305,,,11940740,,,1,0,,0,0,11908701,0
10737040,2351842,"[24406,36598)",0,"[0,2896)",3166884,10737019,,,12210689,,,1,0,,0,0,10737039,0
12173246,2387709,"[0,1)",0,"[0,1)",12158200,12172992,,12158197,,,,1,0,,0,0,12173245,0
10729213,2351764,"[61006,73198)",0,"[0,2896)",4443491,10729186,,4443495,,,,1,0,,0,0,10729212,0
10737850,2351353,"[30502,36598)",0,"[0,2621)",3187781,10737836,,,12259903,,,1,0,,2,2,10737849,3
15493095,2387709,"[0,1)",0,"[0,1)",15430264,15490077,,15430261,,,,1,0,,0,0,15493094,0
9498968,2352135,"[0,1)",0,"[0,1)",3221373,9461968,,3221377,,,,1,0,,0,0,9498969,0
10335360,2351008,"[61002,73194)",0,"[2896,5517)",3287195,3287192,,10397967,,,,1,0,,0,0,10335365,0
10336524,2352135,"[0,1)",0,"[0,1)",3228685,10264628,,,10411614,,,1,0,,0,0,10336525,0
10374189,2352135,"[0,1)",0,"[0,1)",3214555,10264650,,,10415191,,,1,0,,0,0,10374190,0
9929906,2351910,"[6106,18298)",0,"[2896,5792)",3274973,9929501,,9774689,,,,1,0,,0,0,9929905,0
10445115,2387709,"[0,1)",0,"[0,1)",10344221,10443754,,10344218,,,,1,0,,0,0,10445114,0
10000474,2351193,"[61002,73194)",0,"[2896,5792)",4941146,9999200,,10002866,,,,1,0,,0,0,10000473,0
